id_encuestado,RangoEdad,SegmentoEdad,Genero,Ocupacion
976,25 - 34 años,Adulto Joven,Masculino,Ama de casa
977,35 - 44 años,Adulto,Masculino,Empleado privado
978,25 - 34 años,Adulto Joven,Femenino,Empleado público
979,18 - 24 años,Joven Adulto,Masculino,Empleado privado
980,18 - 24 años,Joven Adulto,Femenino,Empleado privado
981,45 - 54 años,Adulto Mayor,Femenino,Estudiante
982,35 - 44 años,Adulto,Masculino,Empleado privado
983,25 - 34 años,Adulto Joven,Masculino,Estudiante
984,Menos de 18 años,Juvenil,Masculino,Otro
985,Menos de 18 años,Juvenil,Femenino,Estudiante
986,55 años o más,Senior,Femenino,Ama de casa
987,35 - 44 años,Adulto,Masculino,Profesional independiente
988,Menos de 18 años,Juvenil,Masculino,Estudiante
989,55 años o más,Senior,Femenino,Estudiante
990,18 - 24 años,Joven Adulto,Masculino,Empleado público
991,25 - 34 años,Adulto Joven,Masculino,Empleado público
992,18 - 24 años,Joven Adulto,Masculino,Estudiante
993,18 - 24 años,Joven Adulto,Masculino,Empresario
994,25 - 34 años,Adulto Joven,Femenino,Estudiante
995,55 años o más,Senior,Masculino,Estudiante
996,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
997,18 - 24 años,Joven Adulto,Masculino,Empleado privado
998,35 - 44 años,Adulto,Masculino,Ama de casa
999,Menos de 18 años,Juvenil,Femenino,Empresario
1000,35 - 44 años,Adulto,Masculino,Empresario
1001,55 años o más,Senior,Masculino,Estudiante
1002,25 - 34 años,Adulto Joven,Femenino,Empresario
1003,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Estudiante
1004,35 - 44 años,Adulto,Masculino,Comerciante
1005,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1006,Menos de 18 años,Juvenil,Masculino,Empresario
1007,45 - 54 años,Adulto Mayor,Masculino,Comerciante
1008,35 - 44 años,Adulto,Masculino,Empleado privado
1009,18 - 24 años,Joven Adulto,Femenino,Comerciante
1010,Menos de 18 años,Juvenil,Femenino,Estudiante
1011,55 años o más,Senior,Femenino,Empleado público
1012,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1013,55 años o más,Senior,Masculino,Empleado privado
1014,45 - 54 años,Adulto Mayor,Femenino,Empresario
1015,Menos de 18 años,Juvenil,Femenino,Empleado privado
1016,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1017,35 - 44 años,Adulto,Masculino,Empresario
1018,Menos de 18 años,Juvenil,Masculino,Comerciante
1019,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1020,25 - 34 años,Adulto Joven,Femenino,Estudiante
1021,25 - 34 años,Adulto Joven,Femenino,Estudiante
1022,18 - 24 años,Joven Adulto,Masculino,Comerciante
1023,18 - 24 años,Joven Adulto,Femenino,Estudiante
1024,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1025,Menos de 18 años,Juvenil,Femenino,Ama de casa
1026,35 - 44 años,Adulto,Prefiero no indicarlo,Profesional independiente
1027,55 años o más,Senior,Masculino,Ama de casa
1028,35 - 44 años,Adulto,Masculino,Empleado privado
1029,45 - 54 años,Adulto Mayor,Femenino,Comerciante
1030,25 - 34 años,Adulto Joven,Femenino,Empleado público
1031,Menos de 18 años,Juvenil,Masculino,Estudiante
1032,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1033,18 - 24 años,Joven Adulto,Femenino,Estudiante
1034,45 - 54 años,Adulto Mayor,Femenino,Comerciante
1035,Menos de 18 años,Juvenil,Femenino,Otro
1036,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1037,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1038,Menos de 18 años,Juvenil,Masculino,Empleado privado
1039,25 - 34 años,Adulto Joven,Femenino,Estudiante
1040,Menos de 18 años,Juvenil,Masculino,Otro
1041,18 - 24 años,Joven Adulto,Femenino,Empleado público
1042,18 - 24 años,Joven Adulto,Masculino,Otro
1043,Menos de 18 años,Juvenil,Femenino,Ama de casa
1044,55 años o más,Senior,Masculino,Empleado privado
1045,25 - 34 años,Adulto Joven,Masculino,Empleado público
1046,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1047,18 - 24 años,Joven Adulto,Femenino,Jubilado
1048,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1050,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1051,18 - 24 años,Joven Adulto,Femenino,Estudiante
1052,25 - 34 años,Adulto Joven,Femenino,Estudiante
1053,Menos de 18 años,Juvenil,Femenino,Empleado público
1054,Menos de 18 años,Juvenil,Femenino,Empleado privado
1055,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1056,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1057,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1058,55 años o más,Senior,Masculino,Profesional independiente
1059,25 - 34 años,Adulto Joven,Femenino,Estudiante
1060,35 - 44 años,Adulto,Masculino,Ama de casa
1061,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1062,Menos de 18 años,Juvenil,Femenino,Estudiante
1063,18 - 24 años,Joven Adulto,Femenino,Jubilado
1064,18 - 24 años,Joven Adulto,Femenino,Comerciante
1065,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1066,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1067,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1068,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1069,18 - 24 años,Joven Adulto,Femenino,Otro
1070,25 - 34 años,Adulto Joven,Femenino,Empleado público
1071,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1072,35 - 44 años,Adulto,Femenino,Otro
1073,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1074,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1075,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1076,55 años o más,Senior,Masculino,Comerciante
1077,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1078,25 - 34 años,Adulto Joven,Femenino,Otro
1079,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1080,35 - 44 años,Adulto,Masculino,Profesional independiente
1081,35 - 44 años,Adulto,Masculino,Estudiante
1082,55 años o más,Senior,Masculino,Empleado público
1083,35 - 44 años,Adulto,Femenino,Empleado privado
1084,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1085,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1086,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1087,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1088,18 - 24 años,Joven Adulto,Femenino,Comerciante
1089,25 - 34 años,Adulto Joven,Masculino,Estudiante
2124,25 - 34 años,Adulto Joven,Masculino,Estudiante
1091,35 - 44 años,Adulto,Prefiero no indicarlo,Empleado público
1092,35 - 44 años,Adulto,Femenino,Estudiante
1093,Menos de 18 años,Juvenil,Masculino,Empresario
1094,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1095,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1096,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1097,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1098,18 - 24 años,Joven Adulto,Femenino,Estudiante
1099,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1100,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1101,25 - 34 años,Adulto Joven,Femenino,Empresario
1102,25 - 34 años,Adulto Joven,Masculino,Estudiante
1103,18 - 24 años,Joven Adulto,Masculino,Estudiante
1104,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1105,25 - 34 años,Adulto Joven,Masculino,Empleado público
1106,35 - 44 años,Adulto,Masculino,No especificado
1107,45 - 54 años,Adulto Mayor,Femenino,Estudiante
2199,45 - 54 años,Adulto Mayor,Femenino,Comerciante
1109,35 - 44 años,Adulto,Masculino,Empleado privado
1110,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1111,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1112,35 - 44 años,Adulto,Masculino,Comerciante
1113,25 - 34 años,Adulto Joven,Femenino,Empleado público
1114,18 - 24 años,Joven Adulto,Masculino,Empresario
1115,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1117,25 - 34 años,Adulto Joven,Masculino,Empleado público
1118,25 - 34 años,Adulto Joven,Masculino,Otro
1119,35 - 44 años,Adulto,Masculino,Comerciante
1120,18 - 24 años,Joven Adulto,Femenino,Empleado público
1121,Menos de 18 años,Juvenil,Masculino,Empleado público
1122,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1123,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1124,25 - 34 años,Adulto Joven,Masculino,Estudiante
1125,35 - 44 años,Adulto,Masculino,Estudiante
1126,18 - 24 años,Joven Adulto,Masculino,Estudiante
1127,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1129,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1130,45 - 54 años,Adulto Mayor,Masculino,Otro
1131,35 - 44 años,Adulto,Masculino,Empresario
1132,35 - 44 años,Adulto,Femenino,Estudiante
1133,25 - 34 años,Adulto Joven,Masculino,Empleado público
1134,35 - 44 años,Adulto,Femenino,Comerciante
1135,25 - 34 años,Adulto Joven,Femenino,Jubilado
1136,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1137,25 - 34 años,Adulto Joven,Femenino,No especificado
1138,35 - 44 años,Adulto,Masculino,Jubilado
1139,45 - 54 años,Adulto Mayor,Masculino,Empresario
1140,25 - 34 años,Adulto Joven,Masculino,Empresario
1141,35 - 44 años,Adulto,Masculino,Empleado privado
1142,Menos de 18 años,Juvenil,Masculino,Estudiante
1143,18 - 24 años,Joven Adulto,Masculino,Profesional independiente
1144,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1145,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1146,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1147,18 - 24 años,Joven Adulto,Masculino,No especificado
1148,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1149,35 - 44 años,Adulto,Masculino,Empleado público
1150,35 - 44 años,Adulto,Masculino,Profesional independiente
1151,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Empleado público
1152,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1153,55 años o más,Senior,Femenino,Empleado privado
1154,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1155,25 - 34 años,Adulto Joven,Masculino,Comerciante
1156,25 - 34 años,Adulto Joven,Femenino,Empresario
1157,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1158,55 años o más,Senior,Masculino,Estudiante
1159,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1160,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1161,35 - 44 años,Adulto,Masculino,Comerciante
1162,25 - 34 años,Adulto Joven,Prefiero no indicarlo,Profesional independiente
1163,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1164,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1165,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1166,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1167,35 - 44 años,Adulto,Masculino,Estudiante
1168,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empleado público
1169,Menos de 18 años,Juvenil,Masculino,Empleado privado
1170,35 - 44 años,Adulto,Femenino,Empleado privado
1171,35 - 44 años,Adulto,Masculino,Comerciante
1172,35 - 44 años,Adulto,Masculino,Profesional independiente
1173,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1174,18 - 24 años,Joven Adulto,Femenino,Estudiante
1175,35 - 44 años,Adulto,Femenino,Empresario
1176,25 - 34 años,Adulto Joven,Femenino,Jubilado
1177,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1178,35 - 44 años,Adulto,Femenino,Empleado público
1179,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1180,45 - 54 años,Adulto Mayor,Masculino,Otro
1181,18 - 24 años,Joven Adulto,Femenino,Empleado público
1182,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1183,55 años o más,Senior,Femenino,Estudiante
1184,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1185,25 - 34 años,Adulto Joven,Masculino,Ama de casa
1186,35 - 44 años,Adulto,Femenino,Comerciante
1187,35 - 44 años,Adulto,Masculino,Empleado público
1481,25 - 34 años,Adulto Joven,Masculino,Empresario
1189,25 - 34 años,Adulto Joven,Masculino,Empleado público
1190,18 - 24 años,Joven Adulto,Masculino,Empleado público
1191,18 - 24 años,Joven Adulto,Masculino,Jubilado
1192,55 años o más,Senior,Femenino,Empleado privado
1194,35 - 44 años,Adulto,Femenino,Empresario
1195,Menos de 18 años,Juvenil,Masculino,Estudiante
1196,Menos de 18 años,Juvenil,Masculino,Empleado privado
1197,18 - 24 años,Joven Adulto,Femenino,Comerciante
1198,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1199,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1200,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1201,25 - 34 años,Adulto Joven,Masculino,Estudiante
1202,Menos de 18 años,Juvenil,Femenino,Estudiante
1203,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1204,Menos de 18 años,Juvenil,Masculino,Empleado privado
1205,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1206,35 - 44 años,Adulto,Femenino,Estudiante
1207,35 - 44 años,Adulto,Femenino,Empleado privado
1208,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1209,18 - 24 años,Joven Adulto,Femenino,Estudiante
1210,18 - 24 años,Joven Adulto,Femenino,Empresario
1211,18 - 24 años,Joven Adulto,Femenino,Comerciante
1212,55 años o más,Senior,Masculino,Comerciante
1213,25 - 34 años,Adulto Joven,Masculino,Estudiante
1214,18 - 24 años,Joven Adulto,Masculino,Comerciante
1215,18 - 24 años,Joven Adulto,Femenino,Profesional independiente
1216,18 - 24 años,Joven Adulto,Femenino,Ama de casa
1217,25 - 34 años,Adulto Joven,Femenino,Jubilado
1218,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1219,25 - 34 años,Adulto Joven,Masculino,Jubilado
1220,25 - 34 años,Adulto Joven,Femenino,Comerciante
1221,55 años o más,Senior,Femenino,Empleado privado
1222,Menos de 18 años,Juvenil,Masculino,Jubilado
1223,Menos de 18 años,Juvenil,Femenino,Estudiante
1224,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1225,55 años o más,Senior,Masculino,Empleado privado
1226,25 - 34 años,Adulto Joven,Femenino,Jubilado
1227,55 años o más,Senior,Masculino,Profesional independiente
1228,35 - 44 años,Adulto,Masculino,Estudiante
1229,55 años o más,Senior,Masculino,Comerciante
1230,55 años o más,Senior,Femenino,Empleado privado
1231,35 - 44 años,Adulto,Masculino,Empleado privado
1232,35 - 44 años,Adulto,Masculino,Estudiante
1233,35 - 44 años,Adulto,Masculino,Empresario
1234,35 - 44 años,Adulto,Masculino,Ama de casa
1235,18 - 24 años,Joven Adulto,Masculino,Empleado público
1236,45 - 54 años,Adulto Mayor,Masculino,Jubilado
1237,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1238,35 - 44 años,Adulto,Masculino,Otro
1239,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1240,25 - 34 años,Adulto Joven,Femenino,Estudiante
1241,55 años o más,Senior,Masculino,Estudiante
1242,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1243,25 - 34 años,Adulto Joven,Masculino,Estudiante
1244,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1245,18 - 24 años,Joven Adulto,Femenino,Estudiante
1246,Menos de 18 años,Juvenil,Femenino,Empleado público
1247,Menos de 18 años,Juvenil,Masculino,Empleado privado
1248,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1249,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1250,45 - 54 años,Adulto Mayor,Prefiero no indicarlo,Estudiante
1251,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1252,55 años o más,Senior,Masculino,Ama de casa
1253,18 - 24 años,Joven Adulto,Masculino,Empresario
1254,35 - 44 años,Adulto,Masculino,Estudiante
1255,35 - 44 años,Adulto,Femenino,Empleado privado
1256,55 años o más,Senior,Femenino,Empleado público
1257,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1258,35 - 44 años,Adulto,Masculino,Estudiante
1259,25 - 34 años,Adulto Joven,Masculino,Empresario
1260,Menos de 18 años,Juvenil,Femenino,Empleado privado
1261,25 - 34 años,Adulto Joven,Femenino,Comerciante
1262,35 - 44 años,Adulto,Masculino,Empleado privado
1263,25 - 34 años,Adulto Joven,Masculino,Jubilado
1264,18 - 24 años,Joven Adulto,Masculino,Empresario
1265,35 - 44 años,Adulto,Femenino,Comerciante
1266,25 - 34 años,Adulto Joven,Femenino,Empresario
1267,25 - 34 años,Adulto Joven,Femenino,Estudiante
1268,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1269,45 - 54 años,Adulto Mayor,Femenino,Empresario
1270,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1271,35 - 44 años,Adulto,Masculino,Comerciante
1864,Menos de 18 años,Juvenil,Masculino,Ama de casa
1273,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1274,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1275,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1276,18 - 24 años,Joven Adulto,Femenino,Estudiante
1277,18 - 24 años,Joven Adulto,Femenino,Estudiante
1278,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1279,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1280,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1281,35 - 44 años,Adulto,Masculino,Empresario
1282,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1283,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1284,55 años o más,Senior,Femenino,Empleado privado
1285,35 - 44 años,Adulto,Masculino,Empleado privado
1286,35 - 44 años,Adulto,Masculino,Estudiante
1287,35 - 44 años,Adulto,Femenino,Empleado privado
1288,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1289,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1290,25 - 34 años,Adulto Joven,Femenino,Comerciante
1291,Menos de 18 años,Juvenil,Femenino,Profesional independiente
1292,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1293,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1294,35 - 44 años,Adulto,Femenino,Empleado privado
1295,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1296,55 años o más,Senior,Masculino,Comerciante
1297,35 - 44 años,Adulto,Masculino,Ama de casa
1298,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1299,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1300,25 - 34 años,Adulto Joven,Femenino,Estudiante
1301,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1302,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1303,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1304,25 - 34 años,Adulto Joven,Femenino,Estudiante
1305,18 - 24 años,Joven Adulto,Masculino,Estudiante
1306,35 - 44 años,Adulto,Femenino,Estudiante
1307,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1308,18 - 24 años,Joven Adulto,Masculino,Otro
1309,45 - 54 años,Adulto Mayor,Masculino,Profesional independiente
1310,35 - 44 años,Adulto,Prefiero no indicarlo,Empleado privado
1311,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1312,25 - 34 años,Adulto Joven,Masculino,Estudiante
1313,Menos de 18 años,Juvenil,Masculino,Empleado público
1314,Menos de 18 años,Juvenil,Masculino,Otro
1315,18 - 24 años,Joven Adulto,Masculino,Empresario
1316,35 - 44 años,Adulto,Femenino,Comerciante
1317,18 - 24 años,Joven Adulto,Femenino,Empleado público
1318,25 - 34 años,Adulto Joven,Femenino,Estudiante
2405,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1320,45 - 54 años,Adulto Mayor,Femenino,No especificado
1321,55 años o más,Senior,Femenino,No especificado
1322,18 - 24 años,Joven Adulto,Masculino,Comerciante
1323,18 - 24 años,Joven Adulto,Masculino,Otro
1324,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1325,35 - 44 años,Adulto,Masculino,Profesional independiente
1326,Menos de 18 años,Juvenil,Femenino,Estudiante
1327,18 - 24 años,Joven Adulto,Masculino,Comerciante
1328,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1329,Menos de 18 años,Juvenil,Masculino,Empleado privado
1330,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1331,35 - 44 años,Adulto,Femenino,Empleado privado
1332,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1333,35 - 44 años,Adulto,Masculino,Empleado privado
1334,55 años o más,Senior,Masculino,Comerciante
1335,45 - 54 años,Adulto Mayor,Femenino,Empresario
1336,55 años o más,Senior,Femenino,Empleado público
1337,Menos de 18 años,Juvenil,Masculino,Empleado privado
1339,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1340,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1341,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1342,25 - 34 años,Adulto Joven,Femenino,Estudiante
1343,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1344,45 - 54 años,Adulto Mayor,Masculino,No especificado
1345,Menos de 18 años,Juvenil,Femenino,Empresario
1346,25 - 34 años,Adulto Joven,Masculino,Estudiante
1347,25 - 34 años,Adulto Joven,Masculino,Estudiante
1348,35 - 44 años,Adulto,Femenino,Empresario
1349,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1350,35 - 44 años,Adulto,Femenino,Empleado público
1351,Menos de 18 años,Juvenil,Prefiero no indicarlo,Empleado privado
1352,Menos de 18 años,Juvenil,Masculino,Empleado privado
1353,Menos de 18 años,Juvenil,Masculino,Empleado público
1354,55 años o más,Senior,Masculino,Empleado privado
1355,45 - 54 años,Adulto Mayor,Masculino,Otro
1356,25 - 34 años,Adulto Joven,Masculino,Otro
1357,35 - 44 años,Adulto,Masculino,Otro
1358,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1359,45 - 54 años,Adulto Mayor,Femenino,Profesional independiente
1360,35 - 44 años,Adulto,Masculino,Estudiante
1361,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1362,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1363,18 - 24 años,Joven Adulto,Masculino,Empleado público
1364,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1365,35 - 44 años,Adulto,Femenino,Empleado privado
1366,25 - 34 años,Adulto Joven,Femenino,Empleado público
1367,45 - 54 años,Adulto Mayor,Masculino,Empleado público
1368,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1369,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1370,25 - 34 años,Adulto Joven,Masculino,Otro
1371,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1372,25 - 34 años,Adulto Joven,Masculino,Estudiante
1373,25 - 34 años,Adulto Joven,Masculino,Comerciante
1374,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1375,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1376,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1377,Menos de 18 años,Juvenil,Masculino,Profesional independiente
1378,35 - 44 años,Adulto,Masculino,Empleado privado
1379,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1380,25 - 34 años,Adulto Joven,Femenino,Empleado público
1381,55 años o más,Senior,Prefiero no indicarlo,Empleado privado
1382,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1383,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1384,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1385,35 - 44 años,Adulto,Masculino,Empleado privado
1386,35 - 44 años,Adulto,Femenino,Profesional independiente
1387,18 - 24 años,Joven Adulto,Femenino,Otro
1388,Menos de 18 años,Juvenil,Femenino,Empresario
1389,45 - 54 años,Adulto Mayor,Masculino,Empleado privado
1390,35 - 44 años,Adulto,Femenino,Estudiante
1391,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1392,25 - 34 años,Adulto Joven,Femenino,Empleado público
1393,Menos de 18 años,Juvenil,Prefiero no indicarlo,Profesional independiente
1394,Menos de 18 años,Juvenil,Masculino,Otro
1395,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1396,45 - 54 años,Adulto Mayor,Femenino,Empleado público
1397,25 - 34 años,Adulto Joven,Masculino,Profesional independiente
1398,18 - 24 años,Joven Adulto,Masculino,Estudiante
1399,18 - 24 años,Joven Adulto,Femenino,Empleado privado
1400,Menos de 18 años,Juvenil,Femenino,Comerciante
1401,25 - 34 años,Adulto Joven,Masculino,Comerciante
1402,35 - 44 años,Adulto,Femenino,Ama de casa
1403,18 - 24 años,Joven Adulto,Masculino,Ama de casa
1404,35 - 44 años,Adulto,Femenino,Empleado privado
1405,Menos de 18 años,Juvenil,Femenino,Empleado privado
1406,35 - 44 años,Adulto,Masculino,Estudiante
1407,35 - 44 años,Adulto,Femenino,Comerciante
1408,35 - 44 años,Adulto,Femenino,Empleado privado
1409,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1410,18 - 24 años,Joven Adulto,Masculino,Estudiante
1411,18 - 24 años,Joven Adulto,Prefiero no indicarlo,Empleado privado
1412,25 - 34 años,Adulto Joven,Femenino,Ama de casa
1413,18 - 24 años,Joven Adulto,Masculino,Comerciante
1414,35 - 44 años,Adulto,Masculino,Empleado privado
1415,55 años o más,Senior,Masculino,Estudiante
1417,25 - 34 años,Adulto Joven,Femenino,Profesional independiente
1418,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1419,35 - 44 años,Adulto,Femenino,Comerciante
1420,35 - 44 años,Adulto,Masculino,Empleado público
1421,55 años o más,Senior,Femenino,Empleado privado
1422,25 - 34 años,Adulto Joven,Masculino,Empleado público
2478,18 - 24 años,Joven Adulto,Femenino,Comerciante
1424,45 - 54 años,Adulto Mayor,Masculino,Estudiante
1425,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1426,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1427,18 - 24 años,Joven Adulto,Femenino,Comerciante
1428,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1429,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1430,25 - 34 años,Adulto Joven,Masculino,Estudiante
1431,55 años o más,Senior,Masculino,Profesional independiente
1432,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1433,35 - 44 años,Adulto,Femenino,Comerciante
1434,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1435,35 - 44 años,Adulto,Prefiero no indicarlo,Otro
1436,45 - 54 años,Adulto Mayor,Femenino,Ama de casa
1437,35 - 44 años,Adulto,Masculino,Comerciante
1438,Menos de 18 años,Juvenil,Masculino,Profesional independiente
1439,25 - 34 años,Adulto Joven,Masculino,Empleado público
1440,45 - 54 años,Adulto Mayor,Femenino,Empleado privado
1441,25 - 34 años,Adulto Joven,Femenino,Empleado privado
1442,35 - 44 años,Adulto,Masculino,Otro
1443,55 años o más,Senior,Masculino,Empleado público
1444,25 - 34 años,Adulto Joven,Femenino,Comerciante
1445,35 - 44 años,Adulto,Masculino,Empleado privado
1446,55 años o más,Senior,Masculino,Estudiante
1447,55 años o más,Senior,Femenino,Empleado privado
1448,18 - 24 años,Joven Adulto,Femenino,No especificado
1449,45 - 54 años,Adulto Mayor,Femenino,Estudiante
1450,18 - 24 años,Joven Adulto,Masculino,Empleado privado
1451,18 - 24 años,Joven Adulto,Masculino,Empleado público
1452,25 - 34 años,Adulto Joven,Masculino,Empleado privado
1453,25 - 34 años,Adulto Joven,Masculino,Empresario
