id_encuesta,GastoSnacksPartido,CantidadSnacks,AltaIntencionCompra,CategoriaPrecio,FrecuenciaConsumoSnacks,SeleccionApoya,JugadoresInfluyentes,PlaneaVerMundial2026,ConQuienVePartidos,id_encuestado,id_ubicacion,id_tiempo,id_campania
1178,Q25 - Q50,3,1,Accesible,3 a 5 veces por semana,Portugal,Jude Bellingham; Harry Kane; Lionel Messi,Sí,Compañeros de trabajo,1178,1178,1178,1178
1179,Q51 - Q100,1,0,Moderado,Todos los días,Brasil,Vinícius Júnior; Cristiano Ronaldo,Sí,Familia,1179,1179,1179,1179
1180,Q51 - Q100,1,1,Moderado,Rara vez,Inglaterra,Cristiano Ronaldo; Rodri,Sí,Familia,1180,1180,1180,1180
1181,Q51 - Q100,2,0,Accesible,1 a 2 veces por semana,México,Alphonso Davies,Sí,Amigos,1181,1181,1181,1181
1182,Q25 - Q50,2,0,Premium,Varias veces al mes,Estados Unidos,Lamine Yamal; Neymar Jr.,Sí,Familia,1182,1182,1182,1182
1183,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Brasil,Harry Kane; Ninguno,Sí,Amigos,1183,1183,1183,1183
1184,Menos de Q25,1,1,Premium,Rara vez,Uruguay,Kylian Mbappé,Sí,Familia,1184,1184,1184,1184
1185,Q25 - Q50,2,0,Moderado,Varias veces al mes,Inglaterra,Julián Álvarez; Cristiano Ronaldo; Vinícius Júnior,Sí,Familia,1185,1185,1185,1185
1186,Q25 - Q50,3,1,Economico,Varias veces al mes,Alemania,Cristiano Ronaldo; Kylian Mbappé; Lionel Messi,Sí,Familia,1186,1186,1186,1186
1187,Menos de Q25,3,1,Moderado,Todos los días,Alemania,Lamine Yamal,No,Amigos,1187,1187,1187,1187
1481,Q101 - Q150,1,1,Moderado,1 a 2 veces por semana,Inglaterra,Ninguno; Christian Pulisic; Cristiano Ronaldo,Sí,Familia,1481,1481,1481,1481
1189,Menos de Q25,2,0,Accesible,1 a 2 veces por semana,Argelia,Vinícius Júnior,Sí,Familia,1189,1189,1189,1189
1190,Menos de Q25,1,0,Economico,1 a 2 veces por semana,Francia,Lionel Messi,No,Familia,1190,1190,1190,1190
1191,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,ARGENTINA,Neymar Jr.; Rodri; Cristiano Ronaldo,Sí,Compañeros de trabajo,1191,1191,1191,1191
1192,Q51 - Q100,1,0,Moderado,1 a 2 veces por semana,Portugal,Jude Bellingham; Cristiano Ronaldo; Kylian Mbappé,Sí,Familia,1192,1192,1192,1192
1194,Más de Q150,1,0,Moderado,Varias veces al mes,Argentina,Cristiano Ronaldo; Rodri; Lionel Messi,Sí,Amigos,1194,1194,1194,1194
1195,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Uruguay,Cristiano Ronaldo,Sí,Familia,1195,1195,1195,1195
1196,Q101 - Q150,1,0,Accesible,1 a 2 veces por semana,México,Cristiano Ronaldo; Lionel Messi,Sí,Amigos,1196,1196,1196,1196
1197,Q101 - Q150,2,0,Moderado,Todos los días,España,Cristiano Ronaldo,No,Amigos,1197,1197,1197,1197
1198,Q51 - Q100,2,1,Accesible,Rara vez,Brasil,Kylian Mbappé,Sí,Familia,1198,1198,1198,1198
1199,Q25 - Q50,3,1,Accesible,3 a 5 veces por semana,Argentina,Julián Álvarez; Alphonso Davies,Sí,Amigos,1199,1199,1199,1199
1200,Q51 - Q100,3,0,Accesible,Rara vez,Francia,Alphonso Davies; Lamine Yamal,Sí,Amigos,1200,1200,1200,1200
1201,Q25 - Q50,3,0,Premium,3 a 5 veces por semana,Argentina,Neymar Jr.,Sí,Amigos,1201,1201,1201,1201
1202,Q51 - Q100,3,0,Moderado,1 a 2 veces por semana,Túnez,Kylian Mbappé,Sí,Amigos,1202,1202,1202,1202
1203,Q101 - Q150,2,1,Accesible,1 a 2 veces por semana,Argentina,Jude Bellingham; Federico Valverde; Vinícius Júnior,Sí,Amigos,1203,1203,1203,1203
1204,Más de Q150,2,0,Moderado,3 a 5 veces por semana,Brasil,Vinícius Júnior; Lamine Yamal; Neymar Jr.,Sí,Familia,1204,1204,1204,1204
1205,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Brasil,Kylian Mbappé,Sí,Compañeros de trabajo,1205,1205,1205,1205
1206,Q25 - Q50,1,0,Moderado,1 a 2 veces por semana,Brasil,Jude Bellingham,Sí,Amigos,1206,1206,1206,1206
1207,Q51 - Q100,1,0,Economico,Todos los días,México,Vinícius Júnior; Neymar Jr.; Alphonso Davies,Sí,Compañeros de trabajo,1207,1207,1207,1207
1208,Q51 - Q100,1,0,Economico,Varias veces al mes,Argentina,Vinícius Júnior; Lionel Messi; Lamine Yamal,Sí,Familia,1208,1208,1208,1208
1209,Q101 - Q150,3,1,Accesible,Todos los días,Argentina,Lionel Messi; Neymar Jr.; Harry Kane,Sí,Familia,1209,1209,1209,1209
1210,Q101 - Q150,3,1,Economico,1 a 2 veces por semana,Argentina,Kylian Mbappé; Lionel Messi; Federico Valverde,Sí,Compañeros de trabajo,1210,1210,1210,1210
1211,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,México,Federico Valverde; Christian Pulisic,No,Familia,1211,1211,1211,1211
1212,Q51 - Q100,2,1,Super Premium,1 a 2 veces por semana,Irán,Lionel Messi,Sí,Familia,1212,1212,1212,1212
1213,Q25 - Q50,1,1,Super Premium,3 a 5 veces por semana,Estados Unidos,Cristiano Ronaldo; Julián Álvarez; Lionel Messi,Sí,Amigos,1213,1213,1213,1213
1214,Menos de Q25,1,1,Moderado,1 a 2 veces por semana,Portugal,Neymar Jr.; Lionel Messi,Sí,Familia,1214,1214,1214,1214
1215,Más de Q150,2,0,Moderado,Varias veces al mes,Alemania,Lionel Messi,Sí,Familia,1215,1215,1215,1215
1216,Q25 - Q50,1,1,Super Premium,3 a 5 veces por semana,Inglaterra,Lionel Messi,Sí,Familia,1216,1216,1216,1216
1217,Q101 - Q150,3,0,Accesible,Varias veces al mes,Portugal,Christian Pulisic; Cristiano Ronaldo,Sí,Solo,1217,1217,1217,1217
1218,Q25 - Q50,1,0,Accesible,Varias veces al mes,Brasil,Lamine Yamal; Vinícius Júnior; Lionel Messi,No,Amigos,1218,1218,1218,1218
1219,Menos de Q25,2,1,Moderado,3 a 5 veces por semana,Portugal,Cristiano Ronaldo,Sí,Compañeros de trabajo,1219,1219,1219,1219
1220,Q51 - Q100,1,0,Premium,Todos los días,Brasil,Lionel Messi; Harry Kane,No,Solo,1220,1220,1220,1220
1221,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Portugal,Lionel Messi; Cristiano Ronaldo; Federico Valverde,Sí,Solo,1221,1221,1221,1221
1222,Más de Q150,1,1,Moderado,3 a 5 veces por semana,Brasil,Kylian Mbappé; Ninguno; Lionel Messi,Sí,Familia,1222,1222,1222,1222
1223,Q25 - Q50,3,0,Premium,Varias veces al mes,Brasil,Harry Kane; Lionel Messi; Vinícius Júnior,No,Amigos,1223,1223,1223,1223
1224,Q25 - Q50,1,1,Economico,Todos los días,Brasil,Lionel Messi; Federico Valverde,Sí,Amigos,1224,1224,1224,1224
1225,Q25 - Q50,1,1,Moderado,Todos los días,México,Lionel Messi,Sí,Familia,1225,1225,1225,1225
1226,Menos de Q25,3,1,Moderado,Rara vez,Portugal,Cristiano Ronaldo,No,Amigos,1226,1226,1226,1226
1227,Q25 - Q50,1,1,Super Premium,Todos los días,Argentina,Cristiano Ronaldo,Sí,Familia,1227,1227,1227,1227
1228,Q51 - Q100,1,0,Premium,1 a 2 veces por semana,Portugal,Cristiano Ronaldo; Lamine Yamal; Jude Bellingham,Sí,Familia,1228,1228,1228,1228
1229,Q25 - Q50,3,0,Accesible,3 a 5 veces por semana,Argentina,Cristiano Ronaldo; Kylian Mbappé; Vinícius Júnior,Sí,Amigos,1229,1229,1229,1229
1230,Q51 - Q100,2,1,Moderado,1 a 2 veces por semana,México,Neymar Jr.,No,Solo,1230,1230,1230,1230
1231,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Argentina,Alphonso Davies; Kylian Mbappé,No,Amigos,1231,1231,1231,1231
1232,Q101 - Q150,1,1,Moderado,1 a 2 veces por semana,Brasil,Cristiano Ronaldo; Lamine Yamal,Sí,Familia,1232,1232,1232,1232
1233,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Uruguay,Christian Pulisic,Sí,Familia,1233,1233,1233,1233
1234,Q25 - Q50,3,1,Moderado,3 a 5 veces por semana,Colombia,Kylian Mbappé; Cristiano Ronaldo; Neymar Jr.,No,Familia,1234,1234,1234,1234
1235,Q51 - Q100,1,0,Moderado,Todos los días,Brasil,Cristiano Ronaldo,Sí,Amigos,1235,1235,1235,1235
1236,Menos de Q25,3,0,Moderado,Todos los días,ARABIA SAUDITA,Cristiano Ronaldo; Jude Bellingham,Sí,Amigos,1236,1236,1236,1236
1237,Menos de Q25,2,0,Accesible,Varias veces al mes,México,Christian Pulisic; Jude Bellingham,Sí,Amigos,1237,1237,1237,1237
1238,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Alemania,Lionel Messi; Cristiano Ronaldo; Lamine Yamal,Sí,Amigos,1238,1238,1238,1238
1239,Q101 - Q150,1,1,Premium,1 a 2 veces por semana,Corea del Sur,Jude Bellingham; Cristiano Ronaldo,Sí,Amigos,1239,1239,1239,1239
1240,Q25 - Q50,3,1,Moderado,Rara vez,Argentina,Harry Kane; Vinícius Júnior; Lamine Yamal,Sí,Amigos,1240,1240,1240,1240
1241,Q25 - Q50,2,1,Moderado,Rara vez,Alemania,Lionel Messi; Jude Bellingham; Rodri,Sí,Familia,1241,1241,1241,1241
1242,Q25 - Q50,2,0,Moderado,Todos los días,Alemania,Lamine Yamal; Harry Kane,Sí,Familia,1242,1242,1242,1242
1243,Menos de Q25,2,1,Moderado,Varias veces al mes,Brasil,Vinícius Júnior; Kylian Mbappé,Sí,Amigos,1243,1243,1243,1243
1244,Menos de Q25,2,0,Moderado,3 a 5 veces por semana,Brasil,Alphonso Davies,Sí,Compañeros de trabajo,1244,1244,1244,1244
1245,Q101 - Q150,2,0,Premium,1 a 2 veces por semana,Ecuador,Rodri; Lionel Messi,Sí,Familia,1245,1245,1245,1245
1246,Menos de Q25,1,1,Accesible,Varias veces al mes,Irak,Jude Bellingham; Neymar Jr.; Lionel Messi,No,Familia,1246,1246,1246,1246
1247,Más de Q150,3,0,Premium,Todos los días,México,Lionel Messi,Sí,Amigos,1247,1247,1247,1247
1248,Q51 - Q100,3,0,Moderado,1 a 2 veces por semana,Portugal,Lionel Messi; Kylian Mbappé,Sí,Solo,1248,1248,1248,1248
1249,Menos de Q25,1,0,Moderado,3 a 5 veces por semana,México,Kylian Mbappé; Jude Bellingham; Lamine Yamal,Sí,Amigos,1249,1249,1249,1249
1250,Menos de Q25,2,1,Premium,3 a 5 veces por semana,México,Kylian Mbappé; Julián Álvarez; Neymar Jr.,Sí,Compañeros de trabajo,1250,1250,1250,1250
1251,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,México,Alphonso Davies; Lionel Messi; Jude Bellingham,Sí,Familia,1251,1251,1251,1251
1252,Menos de Q25,2,1,Moderado,1 a 2 veces por semana,Portugal,Cristiano Ronaldo,Sí,Familia,1252,1252,1252,1252
1253,Q25 - Q50,2,0,Accesible,Varias veces al mes,Francia,Cristiano Ronaldo; Julián Álvarez; Rodri,Sí,Familia,1253,1253,1253,1253
1254,Menos de Q25,3,1,Accesible,3 a 5 veces por semana,MÉXICO,Kylian Mbappé; Neymar Jr.; Lionel Messi,Sí,Familia,1254,1254,1254,1254
1255,Menos de Q25,3,1,Premium,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Familia,1255,1255,1255,1255
1256,Q25 - Q50,2,0,Accesible,1 a 2 veces por semana,Alemania,Vinícius Júnior; Neymar Jr.,Sí,Compañeros de trabajo,1256,1256,1256,1256
1257,Q25 - Q50,1,0,Economico,Varias veces al mes,Brasil,Vinícius Júnior; Neymar Jr.,Sí,Familia,1257,1257,1257,1257
1258,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,España,Cristiano Ronaldo,Sí,Solo,1258,1258,1258,1258
1259,Q25 - Q50,3,1,Super Premium,Varias veces al mes,Türkiye,Julián Álvarez; Neymar Jr.; Kylian Mbappé,No,Amigos,1259,1259,1259,1259
1260,Menos de Q25,2,1,Premium,3 a 5 veces por semana,Irán,Jude Bellingham,Sí,Otro,1260,1260,1260,1260
1261,Q25 - Q50,1,1,Accesible,3 a 5 veces por semana,Uruguay,Lionel Messi; Cristiano Ronaldo,Sí,Familia,1261,1261,1261,1261
1262,Menos de Q25,2,1,Accesible,Varias veces al mes,México,Kylian Mbappé; Cristiano Ronaldo,No,Amigos,1262,1262,1262,1262
1263,Q51 - Q100,3,1,Accesible,3 a 5 veces por semana,Alemania,Vinícius Júnior,Sí,Amigos,1263,1263,1263,1263
1264,Q25 - Q50,2,1,Moderado,Varias veces al mes,España,Kylian Mbappé,Sí,Amigos,1264,1264,1264,1264
1265,Q51 - Q100,3,1,Premium,Varias veces al mes,Portugal,Neymar Jr.; Jude Bellingham,Sí,Amigos,1265,1265,1265,1265
1266,Q101 - Q150,3,1,Premium,Varias veces al mes,Argentina,Lionel Messi; Vinícius Júnior; Kylian Mbappé,Sí,Amigos,1266,1266,1266,1266
1267,Q51 - Q100,3,0,Moderado,1 a 2 veces por semana,España,Lionel Messi; Cristiano Ronaldo,Sí,Familia,1267,1267,1267,1267
1268,Q25 - Q50,3,1,Accesible,3 a 5 veces por semana,Brasil,Kylian Mbappé; Vinícius Júnior; Lamine Yamal,Sí,Familia,1268,1268,1268,1268
1269,Q101 - Q150,3,1,Accesible,Varias veces al mes,Colombia,Cristiano Ronaldo,Sí,Otro,1269,1269,1269,1269
1270,Q25 - Q50,2,0,Moderado,Varias veces al mes,Alemania,Lamine Yamal; Lionel Messi; Kylian Mbappé,Sí,Solo,1270,1270,1270,1270
1271,Menos de Q25,1,0,Accesible,Varias veces al mes,Francia,Lionel Messi; Neymar Jr.; Kylian Mbappé,Sí,Amigos,1271,1271,1271,1271
1864,Q51 - Q100,1,1,Moderado,Varias veces al mes,BRASIL,Federico Valverde; Jude Bellingham; Lionel Messi,Sí,Amigos,1864,1864,1864,1864
1273,Q101 - Q150,3,0,Premium,1 a 2 veces por semana,MÉXICO,Neymar Jr.,Sí,Otro,1273,1273,1273,1273
1274,Q101 - Q150,1,1,Super Premium,Todos los días,Costa de Marfil,Lionel Messi; Cristiano Ronaldo,Sí,Familia,1274,1274,1274,1274
1275,Q101 - Q150,3,0,Economico,1 a 2 veces por semana,Estados Unidos,Christian Pulisic; Kylian Mbappé,Sí,Familia,1275,1275,1275,1275
1276,Q51 - Q100,3,1,Premium,Todos los días,Uruguay,Kylian Mbappé; Julián Álvarez,Sí,Amigos,1276,1276,1276,1276
1277,Q101 - Q150,2,1,Moderado,Varias veces al mes,México,Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,1277,1277,1277,1277
1278,Q25 - Q50,1,1,Premium,3 a 5 veces por semana,Argentina,Jude Bellingham; Neymar Jr.; Cristiano Ronaldo,Sí,Solo,1278,1278,1278,1278
1279,Menos de Q25,3,1,Premium,Rara vez,Portugal,Cristiano Ronaldo; Ninguno; Lionel Messi,Sí,Familia,1279,1279,1279,1279
1280,Q51 - Q100,3,1,Accesible,3 a 5 veces por semana,Brasil,Rodri,Sí,Otro,1280,1280,1280,1280
1281,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Argentina,Lionel Messi,Sí,Compañeros de trabajo,1281,1281,1281,1281
1282,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,Francia,Cristiano Ronaldo; Julián Álvarez,Sí,Amigos,1282,1282,1282,1282
1283,Menos de Q25,3,1,Premium,1 a 2 veces por semana,Francia,Lionel Messi,Sí,Amigos,1283,1283,1283,1283
1284,Q51 - Q100,1,1,Accesible,Varias veces al mes,Argentina,Harry Kane; Kylian Mbappé,Sí,Familia,1284,1284,1284,1284
1285,Q101 - Q150,3,0,Premium,3 a 5 veces por semana,Brasil,Kylian Mbappé; Lionel Messi,Sí,Familia,1285,1285,1285,1285
1286,Menos de Q25,3,1,Accesible,Todos los días,México,Neymar Jr.; Kylian Mbappé; Vinícius Júnior,Sí,Compañeros de trabajo,1286,1286,1286,1286
1287,Q25 - Q50,1,0,Accesible,Todos los días,Brasil,Lionel Messi,Sí,Familia,1287,1287,1287,1287
1288,Q51 - Q100,2,1,Moderado,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Amigos,1288,1288,1288,1288
1289,Q101 - Q150,3,0,Premium,Todos los días,Francia,Vinícius Júnior; Lamine Yamal; Alphonso Davies,Sí,Compañeros de trabajo,1289,1289,1289,1289
1290,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,BRASIL,Cristiano Ronaldo; Jude Bellingham; Neymar Jr.,Sí,Amigos,1290,1290,1290,1290
1291,Q51 - Q100,3,1,Accesible,Varias veces al mes,Portugal,Alphonso Davies; Neymar Jr.,Sí,Familia,1291,1291,1291,1291
1292,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Portugal,Lionel Messi; Jude Bellingham; Federico Valverde,Sí,Familia,1292,1292,1292,1292
1293,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,Egipto,Lionel Messi; Kylian Mbappé,No,Amigos,1293,1293,1293,1293
1294,Más de Q150,1,0,Premium,1 a 2 veces por semana,México,Cristiano Ronaldo,Sí,Familia,1294,1294,1294,1294
1295,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Alemania,Lionel Messi,Sí,Amigos,1295,1295,1295,1295
1296,Q25 - Q50,1,1,Premium,1 a 2 veces por semana,España,Rodri,Sí,Familia,1296,1296,1296,1296
1297,Q25 - Q50,3,1,Moderado,Varias veces al mes,Estados Unidos,Kylian Mbappé,Sí,Familia,1297,1297,1297,1297
1298,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Inglaterra,Harry Kane,Sí,Familia,1298,1298,1298,1298
1299,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Portugal,Lionel Messi; Jude Bellingham,Sí,Amigos,1299,1299,1299,1299
1300,Q101 - Q150,2,0,Premium,Rara vez,Argentina,Cristiano Ronaldo; Christian Pulisic; Vinícius Júnior,Sí,Amigos,1300,1300,1300,1300
1301,Q101 - Q150,3,1,Moderado,3 a 5 veces por semana,España,Harry Kane,Sí,Amigos,1301,1301,1301,1301
1302,Q25 - Q50,1,1,Economico,Todos los días,Inglaterra,Cristiano Ronaldo,Sí,Amigos,1302,1302,1302,1302
1303,Q25 - Q50,2,1,Premium,1 a 2 veces por semana,España,Julián Álvarez,No,Familia,1303,1303,1303,1303
1304,Q101 - Q150,1,1,Moderado,Todos los días,Argentina,Christian Pulisic; Jude Bellingham,No,Familia,1304,1304,1304,1304
1305,Q51 - Q100,1,0,Accesible,Rara vez,Ghana,Julián Álvarez; Kylian Mbappé,Sí,Familia,1305,1305,1305,1305
1306,Q25 - Q50,1,0,Accesible,1 a 2 veces por semana,Argentina,Lionel Messi,Sí,Familia,1306,1306,1306,1306
1307,Q25 - Q50,3,1,Premium,Todos los días,Brasil,Jude Bellingham,Sí,Otro,1307,1307,1307,1307
1308,Q25 - Q50,2,0,Moderado,Todos los días,Argentina,Jude Bellingham; Cristiano Ronaldo; Lionel Messi,Sí,Amigos,1308,1308,1308,1308
1309,Q51 - Q100,3,0,Moderado,3 a 5 veces por semana,España,Neymar Jr.,Sí,Otro,1309,1309,1309,1309
1310,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,México,Kylian Mbappé,Sí,Amigos,1310,1310,1310,1310
1311,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Argelia,Lionel Messi; Cristiano Ronaldo,Sí,Familia,1311,1311,1311,1311
1312,Q25 - Q50,1,1,Premium,Todos los días,PORTUGAL,Lamine Yamal; Kylian Mbappé; Cristiano Ronaldo,No,Compañeros de trabajo,1312,1312,1312,1312
1313,Q25 - Q50,3,1,Economico,Todos los días,Francia,Lionel Messi,Sí,Familia,1313,1313,1313,1313
1314,Menos de Q25,3,1,Economico,Varias veces al mes,Argentina,Neymar Jr.; Federico Valverde; Jude Bellingham,Sí,Amigos,1314,1314,1314,1314
1315,Q51 - Q100,1,1,Moderado,Varias veces al mes,Brasil,Julián Álvarez,No,Amigos,1315,1315,1315,1315
1316,Q101 - Q150,1,1,Accesible,1 a 2 veces por semana,Francia,Neymar Jr.; Julián Álvarez; Jude Bellingham,Sí,Amigos,1316,1316,1316,1316
1317,Q101 - Q150,2,0,Premium,1 a 2 veces por semana,Brasil,Alphonso Davies; Kylian Mbappé; Lamine Yamal,Sí,Compañeros de trabajo,1317,1317,1317,1317
1318,Q51 - Q100,2,1,Super Premium,Varias veces al mes,México,Neymar Jr.,No,Solo,1318,1318,1318,1318
2405,Q51 - Q100,3,1,Moderado,3 a 5 veces por semana,Portugal,Cristiano Ronaldo,Sí,Amigos,2405,2405,2405,2405
1320,Q25 - Q50,2,0,Premium,1 a 2 veces por semana,Brasil,Vinícius Júnior,Sí,Amigos,1320,1320,1320,1320
1321,Q101 - Q150,1,0,Moderado,Todos los días,Uruguay,Cristiano Ronaldo,No,Otro,1321,1321,1321,1321
1322,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,España,Julián Álvarez,Sí,Familia,1322,1322,1322,1322
1323,Q25 - Q50,2,0,Premium,Varias veces al mes,Brasil,Cristiano Ronaldo; Kylian Mbappé; Julián Álvarez,Sí,Solo,1323,1323,1323,1323
1324,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,Brasil,Kylian Mbappé,Sí,Compañeros de trabajo,1324,1324,1324,1324
1325,Q25 - Q50,1,1,Accesible,Todos los días,Portugal,Lionel Messi; Kylian Mbappé; Lamine Yamal,Sí,Compañeros de trabajo,1325,1325,1325,1325
1326,Q51 - Q100,3,1,Accesible,1 a 2 veces por semana,Canadá,Rodri,Sí,Amigos,1326,1326,1326,1326
1327,Q51 - Q100,1,1,Accesible,1 a 2 veces por semana,Brasil,Cristiano Ronaldo; Lionel Messi; Federico Valverde,No,Familia,1327,1327,1327,1327
1328,Q25 - Q50,2,1,Economico,3 a 5 veces por semana,Argentina,Cristiano Ronaldo; Kylian Mbappé,Sí,Familia,1328,1328,1328,1328
1329,Q51 - Q100,1,0,Accesible,3 a 5 veces por semana,Francia,Vinícius Júnior; Cristiano Ronaldo; Lionel Messi,Sí,Amigos,1329,1329,1329,1329
1330,Q51 - Q100,1,0,Premium,Rara vez,Estados Unidos,Cristiano Ronaldo; Lamine Yamal; Neymar Jr.,Sí,Familia,1330,1330,1330,1330
1331,Q51 - Q100,2,1,Premium,3 a 5 veces por semana,Francia,Cristiano Ronaldo,Sí,Solo,1331,1331,1331,1331
1332,Q51 - Q100,2,1,Premium,3 a 5 veces por semana,Estados Unidos,Lionel Messi; Cristiano Ronaldo,Sí,Otro,1332,1332,1332,1332
1333,Q51 - Q100,1,1,Accesible,Rara vez,Argentina,Cristiano Ronaldo; Ninguno; Lionel Messi,Sí,Familia,1333,1333,1333,1333
1334,Q51 - Q100,1,0,Premium,1 a 2 veces por semana,Inglaterra,Lamine Yamal; Cristiano Ronaldo,Sí,Familia,1334,1334,1334,1334
1335,Q51 - Q100,3,1,Economico,3 a 5 veces por semana,Portugal,Harry Kane,Sí,Familia,1335,1335,1335,1335
1336,Q25 - Q50,1,0,Moderado,3 a 5 veces por semana,Francia,Kylian Mbappé; Alphonso Davies; Vinícius Júnior,Sí,Familia,1336,1336,1336,1336
1337,Q25 - Q50,3,0,Moderado,1 a 2 veces por semana,Argentina,Cristiano Ronaldo,Sí,Familia,1337,1337,1337,1337
1339,Q51 - Q100,2,0,Super Premium,Todos los días,Argentina,Neymar Jr.; Lionel Messi,Sí,Familia,1339,1339,1339,1339
1340,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,México,Lamine Yamal,No,Familia,1340,1340,1340,1340
1341,Más de Q150,2,0,Premium,Todos los días,México,Lionel Messi; Cristiano Ronaldo,Sí,Amigos,1341,1341,1341,1341
1342,Menos de Q25,1,1,Premium,1 a 2 veces por semana,Francia,Alphonso Davies; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,1342,1342,1342,1342
1343,Q25 - Q50,3,1,Moderado,3 a 5 veces por semana,México,Lionel Messi,Sí,Solo,1343,1343,1343,1343
1344,Q101 - Q150,2,0,Moderado,1 a 2 veces por semana,Brasil,Cristiano Ronaldo; Lamine Yamal; Neymar Jr.,No,Solo,1344,1344,1344,1344
1345,Q25 - Q50,1,1,Moderado,Varias veces al mes,Alemania,Cristiano Ronaldo,Sí,Compañeros de trabajo,1345,1345,1345,1345
1346,Q101 - Q150,2,1,Premium,1 a 2 veces por semana,Alemania,Kylian Mbappé; Rodri,Sí,Amigos,1346,1346,1346,1346
1347,Q25 - Q50,2,1,Premium,Varias veces al mes,Brasil,Lionel Messi,Sí,Familia,1347,1347,1347,1347
1348,Q51 - Q100,1,0,Accesible,Varias veces al mes,España,Kylian Mbappé; Vinícius Júnior; Harry Kane,Sí,Solo,1348,1348,1348,1348
1349,Q25 - Q50,2,0,Accesible,Todos los días,Argentina,Lionel Messi; Julián Álvarez,Sí,Amigos,1349,1349,1349,1349
1350,Más de Q150,1,0,Premium,Varias veces al mes,Argentina,Julián Álvarez,Sí,Amigos,1350,1350,1350,1350
1351,Q51 - Q100,3,0,Premium,3 a 5 veces por semana,Argentina,Cristiano Ronaldo,Sí,Compañeros de trabajo,1351,1351,1351,1351
1352,Q51 - Q100,1,1,Economico,3 a 5 veces por semana,Brasil,Lionel Messi; Christian Pulisic,Sí,Solo,1352,1352,1352,1352
1353,Menos de Q25,1,1,Moderado,Varias veces al mes,Francia,Lamine Yamal; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,1353,1353,1353,1353
1354,Q51 - Q100,1,1,Super Premium,3 a 5 veces por semana,Colombia,Jude Bellingham,Sí,Compañeros de trabajo,1354,1354,1354,1354
1355,Menos de Q25,3,1,Accesible,1 a 2 veces por semana,Francia,Cristiano Ronaldo; Harry Kane,Sí,Familia,1355,1355,1355,1355
1356,Q51 - Q100,3,1,Premium,Varias veces al mes,Portugal,Federico Valverde,Sí,Compañeros de trabajo,1356,1356,1356,1356
1357,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Argentina,Vinícius Júnior; Kylian Mbappé; Cristiano Ronaldo,Sí,Compañeros de trabajo,1357,1357,1357,1357
1358,Más de Q150,3,0,Premium,Todos los días,Argentina,Ninguno; Lionel Messi; Cristiano Ronaldo,Sí,Amigos,1358,1358,1358,1358
1359,Menos de Q25,2,1,Moderado,1 a 2 veces por semana,BRASIL,Vinícius Júnior,Sí,Familia,1359,1359,1359,1359
1360,Q25 - Q50,3,1,Economico,Varias veces al mes,México,Lionel Messi; Julián Álvarez; Kylian Mbappé,Sí,Familia,1360,1360,1360,1360
1361,Q25 - Q50,1,1,Premium,3 a 5 veces por semana,Alemania,Julián Álvarez; Ninguno,Sí,Familia,1361,1361,1361,1361
1362,Q25 - Q50,2,0,Moderado,Rara vez,Portugal,Lamine Yamal; Julián Álvarez,Sí,Familia,1362,1362,1362,1362
1363,Menos de Q25,1,1,Accesible,3 a 5 veces por semana,España,Lionel Messi; Federico Valverde; Harry Kane,Sí,Familia,1363,1363,1363,1363
1364,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Christian Pulisic; Jude Bellingham,Sí,Familia,1364,1364,1364,1364
1365,Q51 - Q100,1,1,Premium,1 a 2 veces por semana,Inglaterra,Harry Kane; Lionel Messi; Cristiano Ronaldo,Sí,Solo,1365,1365,1365,1365
