id_ubicacion,Departamento,Municipio
1625,Guatemala,Mixco
1626,Guatemala,San Miguel Petapa
1627,Petén,Flores
1628,Sololá,Otro municipio
1629,Guatemala,Guatemala
1630,Zacapa,Cabecera municipal
1631,Guatemala,San Miguel Petapa
1632,Chimaltenango,TECPÁN GUATEMALA
1633,Guatemala,Mixco
1634,GUATEMALA,Mixco
1635,Guatemala,Villa Nueva
1636,Guatemala,San Miguel Petapa
1637,Escuintla,Santa Lucía Cotzumalguapa
1638,Guatemala,Villa Nueva
1639,Alta Verapaz,Cabecera municipal
1640,Chimaltenango,Patzún
1641,Guatemala,Mixco
1642,Guatemala,Santa Catarina Pinula
1643,Guatemala,Guatemala
1644,Zacapa,Zacapa
1645,Escuintla,Santa Lucía Cotzumalguapa
1646,Guatemala,Mixco
1647,Guatemala,Guatemala
1648,Sololá,Cabecera municipal
1649,Jalapa,Otro municipio
1650,Guatemala,Santa Catarina Pinula
1651,Huehuetenango,Huehuetenango
1652,Guatemala,San Miguel Petapa
1653,Guatemala,Guatemala
1654,San Marcos,Otro municipio
1655,Quetzaltenango,Olintepeque
1656,Guatemala,Santa Catarina Pinula
1657,Jalapa,Cabecera municipal
1658,Totonicapán,Totonicapán
1659,Totonicapán,Totonicapán
1660,Baja Verapaz,Otro municipio
1661,ESCUINTLA,Palín
1662,Zacapa,No especificado
1663,Guatemala,Mixco
1664,Guatemala,Guatemala
1665,Sololá,Cabecera municipal
1666,Izabal,Otro municipio
1667,Guate,Mixco
1668,San Marcos,San Marcos
1669,Guatemala,San Miguel Petapa
1670,Guate,Villa Nueva
1671,Chimaltenango,Chimaltenango
1672,Escuintla,Palín
1673,Guatemala,Mixco
1674,Guatemala,Villa Nueva
1675,Guatemala,Mixco
1676,Sacatepéquez,Ciudad Vieja
1677,Suchitepéquez,Otro municipio
1678,Quetzaltenango,No especificado
1679,QUETZALTENANGO,Quetzaltenango
1680,Guate,Santa Catarina Pinula
1681,Guatemala,Guatemala
1682,Guatemala,Guatemala
1683,Guatemala,SAN MIGUEL PETAPA
1684,Guatemala,Mixco
1685,Chimaltenango,Chimaltenango
1686,Guatemala,Guatemala
1687,Retalhuleu,Otro municipio
1688,Chiquimula,Cabecera municipal
1689,Quetzaltenango,Coatepeque
1690,Jalapa,No especificado
1691,Sacatepéquez,Antigua Guatemala
1692,Guatemala,Villa Nueva
1693,Sololá,Sololá
1694,Guatemala,Guatemala
1695,Petén,Flores
1696,Chiquimula,Otro municipio
1697,Guatemala,Mixco
1698,Guatemala,Santa Catarina Pinula
1699,Guatemala,GUATEMALA
1700,Sacatepéquez,Jocotenango
1701,Guatemala,Mixco
1702,Retalhuleu,Cabecera municipal
1703,Guatemala,San Miguel Petapa
1704,Sololá,Cabecera municipal
1705,Chimaltenango,Patzún
1706,Guatemala,Villa Nueva
1707,Chimaltenango,Chimaltenango
1708,Quetzaltenango,Quetzaltenango
1709,Guatemala,Mixco
1710,Guatemala,Guatemala
1711,Guatemala,No especificado
1712,Chimaltenango,PATZÚN
1713,Sacatepéquez,Antigua Guatemala
1714,Sololá,Cabecera municipal
1715,Guatemala,Villa Nueva
1716,Chimaltenango,TECPÁN GUATEMALA
1717,Suchitepéquez,OTRO MUNICIPIO
1718,Quiché,Otro municipio
1719,San Marcos,Cabecera municipal
1720,Guatemala,Mixco
1721,Guatemala,San Miguel Petapa
1722,Zacapa,Otro municipio
1723,GUATEMALA,Mixco
1724,Retalhuleu,Cabecera municipal
1725,Quetzaltenango,Coatepeque
1726,Guatemala,Guatemala
1727,Quetzaltenango,Olintepeque
1728,Guatemala,Guatemala
1729,Escuintla,Palín
1730,Chimaltenango,Tecpán Guatemala
1731,Guatemala,Mixco
1732,Jutiapa,Otro municipio
1733,Quiché,Cabecera municipal
1734,CHIMALTENANGO,Patzún
1735,Guatemala,San Miguel Petapa
1736,Totonicapán,Cabecera municipal
1737,Sacatepéquez,Jocotenango
1738,Retalhuleu,CABECERA MUNICIPAL
1739,CHIMALTENANGO,Tecpán Guatemala
1740,Guatemala,Santa Catarina Pinula
1741,Huehuetenango,Cabecera municipal
1742,Chiquimula,Otro municipio
1743,ESCUINTLA,Escuintla
1744,Quiché,Cabecera municipal
1745,Retalhuleu,Cabecera municipal
1746,Quetzaltenango,Olintepeque
1747,Chimaltenango,Patzún
1748,Guatemala,San Miguel Petapa
1749,El Progreso,Cabecera municipal
1750,Escuintla,Santa Lucía Cotzumalguapa
1751,Guatemala,GUATEMALA
1752,Sacatepéquez,Sumpango
1753,Santa Rosa,CABECERA MUNICIPAL
1754,Jutiapa,Otro municipio
1755,Guatemala,Santa Catarina Pinula
1756,Guatemala,San Miguel Petapa
1757,Guatemala,Guatemala
1758,Quetzaltenango,Coatepeque
1759,Guatemala,Guatemala
1760,Escuintla,Escuintla
1761,Chimaltenango,Chimaltenango
1762,Guatemala,Mixco
1763,Guatemala,San Miguel Petapa
1764,Jutiapa,Otro municipio
1765,Santa Rosa,Cabecera municipal
1766,Chimaltenango,Patzún
1767,Guatemala,Guatemala
1768,Jalapa,Otro municipio
1769,Guatemala,SANTA CATARINA PINULA
1770,Guatemala,Santa Catarina Pinula
1771,Quetzaltenango,Olintepeque
1772,Quetzaltenango,Olintepeque
1774,Guate,Guatemala
1775,Sacatepéquez,Jocotenango
1776,Sacatepéquez,Ciudad Vieja
1777,Guatemala,San Miguel Petapa
1778,Jutiapa,Otro municipio
1779,Guatemala,Santa Catarina Pinula
1780,Guatemala,Santa Catarina Pinula
1781,Guatemala,San Miguel Petapa
1782,Quetzaltenango,Olintepeque
1783,Sacatepéquez,Ciudad Vieja
1784,Chimaltenango,Tecpán Guatemala
1785,Quiché,Cabecera municipal
1786,Escuintla,Escuintla
1787,Chimaltenango,Patzún
1788,Guatemala,San Miguel Petapa
1789,Guatemala,Guatemala
1790,Guatemala,Santa Catarina Pinula
1791,Escuintla,Santa Lucía Cotzumalguapa
1792,Guatemala,Villa Nueva
1793,Guatemala,San Miguel Petapa
1794,San Marcos,Cabecera municipal
1795,Guatemala,Mixco
1796,Escuintla,Palín
1797,Guatemala,Santa Catarina Pinula
1798,El Progreso,Cabecera municipal
1799,Quetzaltenango,Olintepeque
1800,Guatemala,Villa Nueva
1801,Quetzaltenango,Quetzaltenango
1802,Sacatepéquez,Antigua Guatemala
1803,Quetzaltenango,Coatepeque
1804,Guatemala,Guatemala
1805,Suchitepéquez,Suchitepéquez
1806,Quiché,Cabecera municipal
1807,Huehuetenango,Otro municipio
1808,Guatemala,Mixco
1809,Escuintla,Santa Lucía Cotzumalguapa
1810,Suchitepéquez,Otro municipio
1811,Guatemala,Villa Nueva
1812,Guatemala,SANTA CATARINA PINULA
1813,Guatemala,Santa Catarina Pinula
1814,GUATEMALA,San Miguel Petapa
1815,Guatemala,San Miguel Petapa
1816,Guatemala,Mixco
1817,Guatemala,SAN MIGUEL PETAPA
1818,Guatemala,Santa Catarina Pinula
1819,Chimaltenango,Tecpán Guatemala
1820,Quetzaltenango,Quetzaltenango
1821,Guatemala,San Miguel Petapa
1822,Guatemala,Villa Nueva
1823,Alta Verapaz,Otro municipio
1824,Guatemala,Mixco
1825,Sololá,Sololá
1826,Guate,Guatemala
1827,Escuintla,No especificado
1828,Chimaltenango,Chimaltenango
1829,Guatemala,Mixco
1830,Guatemala,Santa Catarina Pinula
1831,Jalapa,Jalapa
1832,Guatemala,Santa Catarina Pinula
1833,Baja Verapaz,Cabecera municipal
1834,Guatemala,Santa Catarina Pinula
1835,Guatemala,Mixco
1836,Guatemala,Guatemala
1837,Guatemala,Mixco
1838,Sacatepéquez,Jocotenango
1839,Guatemala,Guatemala
1840,Guatemala,Mixco
1841,Baja Verapaz,Baja Verapaz
1842,Chimaltenango,CHIMALTENANGO
1843,Guatemala,Mixco
1844,Sacatepéquez,Sumpango
1845,Quetzaltenango,Quetzaltenango
1846,El Progreso,Cabecera municipal
1847,Guatemala,San Miguel Petapa
1848,Santa Rosa,Santa Rosa
1849,Petén,San Benito
1850,San Marcos,San Marcos
1851,El Progreso,El Progreso
1852,Guatemala,San Miguel Petapa
1853,Jalapa,Otro municipio
1854,Zacapa,Cabecera municipal
1855,Sacatepéquez,Jocotenango
1856,Guatemala,San Miguel Petapa
1857,Escuintla,Santa Lucía Cotzumalguapa
1858,Guatemala,Santa Catarina Pinula
1859,Guatemala,Villa Nueva
1860,GUATEMALA,Mixco
1861,Jalapa,Jalapa
1862,Sacatepéquez,Antigua Guatemala
1863,Zacapa,Cabecera municipal
1865,Guatemala,Guatemala
1866,GUATEMALA,Santa Catarina Pinula
1867,Guatemala,Santa Catarina Pinula
1868,Chimaltenango,Tecpán Guatemala
1869,Chimaltenango,Patzún
1870,Baja Verapaz,Baja Verapaz
1871,Guatemala,Mixco
1872,Baja Verapaz,Cabecera municipal
1873,Guatemala,San Miguel Petapa
1874,Huehuetenango,Otro municipio
1875,Zacapa,Zacapa
1876,Petén,No especificado
1877,El Progreso,Cabecera municipal
1878,Escuintla,Escuintla
1879,Escuintla,Santa Lucía Cotzumalguapa
1880,Escuintla,Escuintla
1881,Guatemala,Mixco
1882,Escuintla,Escuintla
1883,Zacapa,Zacapa
1884,Sololá,Sololá
1885,Huehuetenango,Huehuetenango
1886,Escuintla,Palín
1887,Quetzaltenango,Olintepeque
1888,Chimaltenango,Chimaltenango
1889,Guatemala,Villa Nueva
1890,Guatemala,Santa Catarina Pinula
1891,Guatemala,Mixco
1892,Izabal,Otro municipio
1893,Guatemala,Santa Catarina Pinula
1894,Petén,No especificado
1895,Izabal,Otro municipio
1896,Escuintla,Palín
1897,Chiquimula,Otro municipio
1898,Chiquimula,Cabecera municipal
1899,Escuintla,Escuintla
1900,Guatemala,Villa Nueva
1901,Zacapa,Otro municipio
1902,Guatemala,Santa Catarina Pinula
1903,Guatemala,Guatemala
1904,Retalhuleu,Otro municipio
1905,Quetzaltenango,Coatepeque
1906,Guatemala,San Miguel Petapa
1907,Chiquimula,Otro municipio
1908,Guatemala,Villa Nueva
1909,Sacatepéquez,Ciudad Vieja
1910,Santa Rosa,Otro municipio
1911,Escuintla,ESCUINTLA
1912,EL PROGRESO,El Progreso
1913,Escuintla,Palín
1914,Sacatepéquez,Jocotenango
1915,Guatemala,Guatemala
1916,Sacatepéquez,Jocotenango
1917,Jalapa,Jalapa
1918,Quetzaltenango,Olintepeque
1919,Chiquimula,Otro municipio
1920,Guatemala,Santa Catarina Pinula
1921,Santa Rosa,No especificado
1922,Chimaltenango,Chimaltenango
1923,QUICHÉ,Quiché
1924,Guatemala,San Miguel Petapa
1925,Guatemala,Mixco
1926,Chimaltenango,Tecpán Guatemala
1927,Escuintla,Santa Lucía Cotzumalguapa
1928,Quetzaltenango,Quetzaltenango
1929,Santa Rosa,Otro municipio
1930,Escuintla,Escuintla
1932,Chimaltenango,Chimaltenango
1933,Guatemala,Guatemala
1934,Guatemala,Villa Nueva
1935,Quetzaltenango,Olintepeque
1936,Guatemala,Villa Nueva
1937,Quetzaltenango,OLINTEPEQUE
1938,Totonicapán,OTRO MUNICIPIO
1939,Guatemala,Guatemala
1940,HUEHUETENANGO,Huehuetenango
1941,Suchitepéquez,Cabecera municipal
1942,Sacatepéquez,Jocotenango
1943,Sololá,Sololá
1944,CHIQUIMULA,Chiquimula
1945,Guatemala,Santa Catarina Pinula
1946,Quiché,Cabecera municipal
1947,Sacatepéquez,Antigua Guatemala
1948,Guatemala,Santa Catarina Pinula
1949,Guatemala,Villa Nueva
1950,Chimaltenango,Tecpán Guatemala
1951,Guatemala,Villa Nueva
1952,Escuintla,Palín
1953,Guatemala,Mixco
1954,Guatemala,nan
1955,Chimaltenango,Tecpán Guatemala
1956,Guatemala,No especificado
1957,Guatemala,Villa Nueva
1958,Guatemala,Villa Nueva
1959,Guatemala,Santa Catarina Pinula
1962,Guatemala,Mixco
1963,Guatemala,Mixco
1964,Guatemala,Santa Catarina Pinula
1965,Guatemala,Santa Catarina Pinula
1966,Retalhuleu,Cabecera municipal
1967,Guatemala,Villa Nueva
1968,Sacatepéquez,Sumpango
1969,Sololá,Cabecera municipal
1970,Guatemala,Santa Catarina Pinula
1971,Zacapa,Otro municipio
1972,Zacapa,Otro municipio
1973,Escuintla,Escuintla
1974,Sacatepéquez,Sumpango
1975,Guatemala,Villa Nueva
1976,Retalhuleu,Retalhuleu
1977,Quetzaltenango,No especificado
1978,Chimaltenango,Chimaltenango
1979,Santa Rosa,Santa Rosa
1980,Guatemala,Villa Nueva
1981,Guatemala,No especificado
1982,Guatemala,Villa Nueva
1983,Quetzaltenango,Coatepeque
1984,Guatemala,No especificado
1985,Guatemala,Mixco
1986,Guatemala,San Miguel Petapa
1987,Quetzaltenango,Coatepeque
1988,Guatemala,Santa Catarina Pinula
1989,Guatemala,Mixco
1990,Guatemala,Villa Nueva
1991,Guatemala,Mixco
1992,Guatemala,Mixco
1993,Chimaltenango,Tecpán Guatemala
1994,Guatemala,Villa Nueva
1995,El Progreso,Otro municipio
1996,Quetzaltenango,Coatepeque
1997,Jalapa,Jalapa
1998,Guatemala,Mixco
1999,GUATEMALA,San Miguel Petapa
2000,Jalapa,Otro municipio
2001,Guatemala,San Miguel Petapa
2002,Retalhuleu,Otro municipio
2003,Suchitepéquez,Otro municipio
2004,Jutiapa,Jutiapa
2005,Jalapa,JALAPA
2006,Chimaltenango,Patzún
2007,Baja Verapaz,Otro municipio
2008,Guatemala,San Miguel Petapa
2009,Guatemala,Santa Catarina Pinula
2010,Izabal,Cabecera municipal
2011,Jutiapa,Jutiapa
2012,Santa Rosa,Otro municipio
2013,Retalhuleu,Retalhuleu
2014,Chimaltenango,Patzún
2015,Guatemala,Villa Nueva
2016,Sacatepéquez,Ciudad Vieja
2017,Guatemala,Santa Catarina Pinula
2018,Guatemala,San Miguel Petapa
2019,Chimaltenango,Patzún
2020,Guatemala,Mixco
2021,Quetzaltenango,Quetzaltenango
2022,Chimaltenango,Patzún
2023,Guatemala,San Miguel Petapa
2024,Guatemala,San Miguel Petapa
2025,Guatemala,Santa Catarina Pinula
2026,Guatemala,San Miguel Petapa
2027,ESCUINTLA,Escuintla
2028,Guatemala,Villa Nueva
2029,Chimaltenango,Tecpán Guatemala
2030,Guatemala,Mixco
2031,Guatemala,Villa Nueva
2032,Guatemala,MIXCO
2033,Escuintla,Santa Lucía Cotzumalguapa
2034,Retalhuleu,Cabecera municipal
2035,Guatemala,Mixco
2036,Sacatepéquez,Antigua Guatemala
2037,Guatemala,Santa Catarina Pinula
2038,Guatemala,Villa Nueva
2039,Guatemala,Guatemala
2040,Chiquimula,Otro municipio
2041,Sacatepéquez,Antigua Guatemala
2042,Guatemala,San Miguel Petapa
2043,Escuintla,Escuintla
2044,Guatemala,Santa Catarina Pinula
2045,Escuintla,Santa Lucía Cotzumalguapa
2046,Escuintla,Palín
2047,Guatemala,San Miguel Petapa
2048,Chimaltenango,Patzún
2049,Guatemala,Villa Nueva
2050,Izabal,Cabecera municipal
2051,Chimaltenango,Tecpán Guatemala
2052,Guatemala,San Miguel Petapa
2053,Guatemala,Mixco
2054,Guatemala,Santa Catarina Pinula
2055,Guatemala,Guatemala
2056,Alta Verapaz,Cabecera municipal
2057,Quetzaltenango,Quetzaltenango
2058,Chimaltenango,Chimaltenango
2059,Guatemala,Villa Nueva
2060,Guatemala,Santa Catarina Pinula
2061,Escuintla,Santa Lucía Cotzumalguapa
2062,GUATEMALA,Mixco
2063,Zacapa,Cabecera municipal
2064,Chimaltenango,PATZÚN
2065,Guatemala,No especificado
2066,Guatemala,Villa Nueva
2067,Sacatepéquez,Sumpango
2068,San Marcos,San Marcos
2069,Totonicapán,Totonicapán
2070,Jutiapa,Otro municipio
2071,Jutiapa,Cabecera municipal
2072,Sacatepéquez,Ciudad Vieja
2073,Quetzaltenango,Olintepeque
2074,Chimaltenango,PATZÚN
2075,Escuintla,Santa Lucía Cotzumalguapa
2076,Quetzaltenango,Quetzaltenango
2077,Guatemala,Villa Nueva
2078,Guatemala,Villa Nueva
2079,Santa Rosa,Santa Rosa
2080,Guatemala,Villa Nueva
2081,Guatemala,Santa Catarina Pinula
2082,Guatemala,Villa Nueva
2083,Quetzaltenango,Quetzaltenango
2084,Sacatepéquez,Ciudad Vieja
2085,Retalhuleu,Otro municipio
2086,Guatemala,Mixco
2087,Guatemala,Santa Catarina Pinula
2088,Guatemala,Villa Nueva
2090,Guatemala,Mixco
2091,Chimaltenango,Chimaltenango
2092,Guatemala,San Miguel Petapa
2093,Guatemala,Mixco
2094,Chimaltenango,Tecpán Guatemala
2095,Quetzaltenango,Coatepeque
2096,Guatemala,No especificado
2097,Guatemala,Guatemala
2098,Chimaltenango,Tecpán Guatemala
2099,Huehuetenango,Otro municipio
2100,Quetzaltenango,Coatepeque
2101,Guatemala,Guatemala
2102,Guatemala,Villa Nueva
2103,Guatemala,San Miguel Petapa
2104,Quiché,Cabecera municipal
2105,Guatemala,Guatemala
2106,Guatemala,Villa Nueva
2107,Guatemala,San Miguel Petapa
2108,Guatemala,Mixco
2109,Chiquimula,Cabecera municipal
2110,Suchitepéquez,Suchitepéquez
2111,Guatemala,Mixco
2112,Guatemala,Mixco
2113,Guatemala,Santa Catarina Pinula
2114,Sacatepéquez,Sumpango
2115,Quetzaltenango,Olintepeque
2116,Santa Rosa,Cabecera municipal
2117,Guatemala,San Miguel Petapa
2118,Guatemala,San Miguel Petapa
2119,Guatemala,Villa Nueva
2120,Guatemala,Santa Catarina Pinula
2121,Guatemala,Guatemala
2122,Guate,Santa Catarina Pinula
2123,Suchitepéquez,Cabecera municipal
2125,Quetzaltenango,Coatepeque
2126,Guatemala,Santa Catarina Pinula
2127,Quetzaltenango,Quetzaltenango
2128,Suchitepéquez,Otro municipio
2129,Jalapa,Otro municipio
2130,Guatemala,Mixco
2131,Suchitepéquez,Cabecera municipal
2132,Baja Verapaz,Otro municipio
2133,Quetzaltenango,Olintepeque
2134,Guatemala,Villa Nueva
2135,San Marcos,San Marcos
2136,Guatemala,Guatemala
2137,Guatemala,San Miguel Petapa
2138,Escuintla,Santa Lucía Cotzumalguapa
2139,Sacatepéquez,Sumpango
2140,Huehuetenango,Huehuetenango
2141,Jutiapa,Jutiapa
2142,Guatemala,Villa Nueva
2143,Guatemala,Santa Catarina Pinula
2144,Chimaltenango,Tecpán Guatemala
2145,Guatemala,Guatemala
2146,Quetzaltenango,Olintepeque
2147,El Progreso,Cabecera municipal
2148,Guatemala,Guatemala
2149,Guatemala,Guatemala
2150,Guatemala,San Miguel Petapa
2151,Guatemala,Mixco
2152,Guatemala,Guatemala
2153,Guatemala,Guatemala
2154,Guatemala,Santa Catarina Pinula
2155,Quetzaltenango,Coatepeque
2156,SANTA ROSA,Cabecera municipal
2157,Quetzaltenango,Olintepeque
2158,Chimaltenango,TECPÁN GUATEMALA
2159,Escuintla,Escuintla
2160,Guatemala,Santa Catarina Pinula
2161,Guatemala,Guatemala
2162,Guatemala,Santa Catarina Pinula
2163,Guatemala,Guatemala
2164,Petén,San Benito
2165,Alta Verapaz,Alta Verapaz
2166,Guatemala,San Miguel Petapa
2167,Guatemala,Villa Nueva
2168,El Progreso,Otro municipio
2169,Escuintla,Santa Lucía Cotzumalguapa
2170,Escuintla,Escuintla
2171,Guatemala,Santa Catarina Pinula
2172,Quiché,Quiché
2173,Guatemala,Mixco
2174,SACATEPÉQUEZ,Antigua Guatemala
2175,Santa Rosa,Otro municipio
2176,Retalhuleu,Retalhuleu
2177,Guatemala,San Miguel Petapa
2178,Escuintla,Santa Lucía Cotzumalguapa
2179,San Marcos,San Marcos
2180,Alta Verapaz,Cabecera municipal
2181,Guatemala,San Miguel Petapa
2182,Guatemala,Guatemala
2183,Chimaltenango,Tecpán Guatemala
2184,Guate,Santa Catarina Pinula
2185,SACATEPÉQUEZ,Antigua Guatemala
2186,Guatemala,Santa Catarina Pinula
2187,Chimaltenango,Patzún
2188,Totonicapán,Otro municipio
2189,El Progreso,Otro municipio
2190,Guatemala,Guatemala
2191,Santa Rosa,Cabecera municipal
2192,Alta Verapaz,Alta Verapaz
2193,Quetzaltenango,COATEPEQUE
2194,Chimaltenango,Patzún
2195,Guatemala,Villa Nueva
2196,Escuintla,Palín
2197,Jutiapa,Cabecera municipal
2198,Chimaltenango,Tecpán Guatemala
2200,Zacapa,Zacapa
2201,Guatemala,Mixco
2202,Guate,Guatemala
2203,Guatemala,San Miguel Petapa
2204,Guatemala,SANTA CATARINA PINULA
2205,Guatemala,Guatemala
2206,Jalapa,Cabecera municipal
2207,Guatemala,Santa Catarina Pinula
2208,Escuintla,Palín
2209,Guatemala,Mixco
2210,Guatemala,Guatemala
2211,Santa Rosa,Cabecera municipal
2212,Quetzaltenango,Quetzaltenango
2213,Guatemala,Guatemala
2214,Guatemala,San Miguel Petapa
2215,Suchitepéquez,Cabecera municipal
2216,Zacapa,OTRO MUNICIPIO
2217,Sacatepéquez,Ciudad Vieja
2218,Guatemala,Villa Nueva
2219,Totonicapán,Otro municipio
2220,Baja Verapaz,Otro municipio
2221,Quetzaltenango,Coatepeque
2222,Guatemala,Mixco
2223,Guatemala,Mixco
2224,Guatemala,Santa Catarina Pinula
2225,Guatemala,Villa Nueva
2226,Guatemala,Villa Nueva
2227,Guatemala,Santa Catarina Pinula
2228,Suchitepéquez,Suchitepéquez
2229,Quetzaltenango,Coatepeque
2230,Escuintla,Santa Lucía Cotzumalguapa
2231,Santa Rosa,Otro municipio
2232,Guatemala,Santa Catarina Pinula
2233,Quetzaltenango,Olintepeque
2234,Escuintla,Palín
2235,Chimaltenango,Patzún
2236,Guatemala,Guatemala
2237,Guatemala,Guatemala
2238,Suchitepéquez,Cabecera municipal
2239,Jalapa,Otro municipio
2240,Escuintla,Santa Lucía Cotzumalguapa
2241,Quetzaltenango,No especificado
2242,Escuintla,Santa Lucía Cotzumalguapa
2243,San Marcos,San Marcos
2244,Guatemala,Guatemala
2245,Guatemala,San Miguel Petapa
2246,Sacatepéquez,Ciudad Vieja
2247,Sololá,Sololá
2248,Guatemala,Santa Catarina Pinula
2249,Guatemala,San Miguel Petapa
2250,Quetzaltenango,Coatepeque
2251,Guatemala,Mixco
2252,Baja Verapaz,CABECERA MUNICIPAL
2253,Alta Verapaz,Cabecera municipal
2254,Quetzaltenango,Quetzaltenango
2255,Guatemala,Mixco
2256,QUETZALTENANGO,Quetzaltenango
2257,Guatemala,San Miguel Petapa
2258,Guatemala,Villa Nueva
2259,Escuintla,No especificado
2260,Quetzaltenango,Coatepeque
2261,Guatemala,San Miguel Petapa
2262,Chimaltenango,Chimaltenango
2263,Huehuetenango,Cabecera municipal
2264,Guatemala,GUATEMALA
2265,Alta Verapaz,Cabecera municipal
2266,Jalapa,Cabecera municipal
2267,Santa Rosa,OTRO MUNICIPIO
2268,Chimaltenango,Patzún
2269,El Progreso,Cabecera municipal
2270,Sacatepéquez,Jocotenango
2271,Guatemala,San Miguel Petapa
2272,Jalapa,Otro municipio
2273,Santa Rosa,Santa Rosa
2274,Guatemala,Villa Nueva
2275,Chimaltenango,Chimaltenango
2276,Baja Verapaz,Baja Verapaz
2277,Guatemala,Mixco
2278,Quiché,Cabecera municipal
2279,Sacatepéquez,Sumpango
2280,Petén,Flores
2281,Guatemala,Guatemala
2282,Escuintla,Palín
2283,Alta Verapaz,Otro municipio
2284,Chiquimula,Cabecera municipal
2285,Escuintla,Escuintla
2286,Escuintla,Santa Lucía Cotzumalguapa
2287,Guatemala,Mixco
2288,Sacatepéquez,Ciudad Vieja
2289,Guatemala,Villa Nueva
2290,Izabal,Otro municipio
2291,Sololá,Cabecera municipal
2292,Sacatepéquez,Sumpango
2293,Suchitepéquez,Suchitepéquez
2294,Sacatepéquez,Jocotenango
2295,Guatemala,Santa Catarina Pinula
2296,Izabal,Otro municipio
2297,Sacatepéquez,Ciudad Vieja
2298,Guatemala,Santa Catarina Pinula
2299,Zacapa,Otro municipio
2300,Guatemala,Villa Nueva
2301,Santa Rosa,Otro municipio
2302,Escuintla,Palín
2303,Guatemala,Guatemala
2304,Sacatepéquez,Jocotenango
2305,Santa Rosa,Cabecera municipal
2306,Zacapa,Otro municipio
2307,Guatemala,San Miguel Petapa
2308,Sacatepéquez,Jocotenango
2309,Guatemala,No especificado
2310,Alta Verapaz,Otro municipio
2311,Guatemala,Santa Catarina Pinula
2312,Sololá,Otro municipio
2313,Baja Verapaz,Otro municipio
2314,Guatemala,Santa Catarina Pinula
2315,Guatemala,No especificado
2316,Retalhuleu,Otro municipio
2317,Sacatepéquez,Antigua Guatemala
2318,Chimaltenango,Patzún
2319,ESCUINTLA,Santa Lucía Cotzumalguapa
2320,Guatemala,Villa Nueva
2321,GUATEMALA,Guatemala
2322,Guatemala,Villa Nueva
2323,Guatemala,San Miguel Petapa
2324,Guatemala,San Miguel Petapa
2325,Escuintla,Santa Lucía Cotzumalguapa
2326,QUETZALTENANGO,OLINTEPEQUE
2327,Escuintla,Palín
2328,Guatemala,San Miguel Petapa
2329,GUATEMALA,San Miguel Petapa
2331,Quetzaltenango,Coatepeque
2332,Zacapa,Zacapa
2333,Santa Rosa,Santa Rosa
2334,Guatemala,Villa Nueva
2335,Quetzaltenango,Quetzaltenango
2336,El Progreso,Cabecera municipal
2337,Escuintla,Escuintla
2338,Guatemala,Mixco
2339,Zacapa,Cabecera municipal
2340,Guatemala,San Miguel Petapa
2341,Chimaltenango,Chimaltenango
2342,Guatemala,San Miguel Petapa
2343,Sacatepéquez,Antigua Guatemala
2344,GUATEMALA,Mixco
2345,Quiché,Otro municipio
2346,Guatemala,Santa Catarina Pinula
2347,Guatemala,Santa Catarina Pinula
2348,Sacatepéquez,Jocotenango
2349,Quetzaltenango,Quetzaltenango
2350,Retalhuleu,Otro municipio
2351,Guatemala,Villa Nueva
2352,Guatemala,San Miguel Petapa
2353,Guatemala,Santa Catarina Pinula
2354,Guatemala,Santa Catarina Pinula
2355,Retalhuleu,Retalhuleu
2356,Escuintla,Escuintla
2357,Quetzaltenango,Quetzaltenango
2358,Quetzaltenango,Quetzaltenango
2359,Guatemala,Santa Catarina Pinula
2360,Sacatepéquez,Jocotenango
2361,Chiquimula,Otro municipio
2362,Retalhuleu,Cabecera municipal
2363,Guatemala,Santa Catarina Pinula
2364,San Marcos,Otro municipio
2365,Sacatepéquez,Antigua Guatemala
2366,CHIMALTENANGO,Chimaltenango
2367,Guatemala,Guatemala
2368,Guatemala,Mixco
2369,Guatemala,San Miguel Petapa
2370,Santa Rosa,Cabecera municipal
2371,Guatemala,San Miguel Petapa
2372,Suchitepéquez,Otro municipio
2373,Quetzaltenango,Quetzaltenango
2374,Quetzaltenango,Olintepeque
2375,Escuintla,Palín
2376,Guatemala,Mixco
2377,Escuintla,Escuintla
2378,Chimaltenango,Chimaltenango
2379,Sacatepéquez,Ciudad Vieja
2380,Guatemala,Santa Catarina Pinula
2381,Guatemala,San Miguel Petapa
2382,Guatemala,Mixco
2383,Jutiapa,Jutiapa
2384,Guatemala,Mixco
2385,San Marcos,Cabecera municipal
2386,Izabal,Izabal
2387,El Progreso,Cabecera municipal
2388,Retalhuleu,Cabecera municipal
2389,El Progreso,Cabecera municipal
2390,Quetzaltenango,Coatepeque
2391,GUATEMALA,Guatemala
2392,Totonicapán,Otro municipio
2393,Guatemala,Villa Nueva
2394,Sacatepéquez,Jocotenango
2395,Escuintla,Escuintla
2396,Sacatepéquez,Sumpango
2397,Guatemala,Mixco
2398,Guatemala,Guatemala
2399,Guatemala,San Miguel Petapa
2400,Guatemala,San Miguel Petapa
2401,Chiquimula,Cabecera municipal
2402,Guatemala,Villa Nueva
2403,Sololá,Sololá
2404,Escuintla,Escuintla
2406,Quiché,Cabecera municipal
2407,Chiquimula,Chiquimula
2408,Quiché,Cabecera municipal
2409,Guatemala,Mixco
